"prec","total_votes","trump","clinton","latino_reg","total_reg","county_id","county_name","pct_latino","pct_trump","pct_clinton"
"4019_010",1615,825,749,109,2058,"4019","pima",0.0529640427599611,0.510835913312694,0.463777089783282
"4019_011",2271,1579,573,364,3089,"4019","pima",0.117837487860149,0.695288419198591,0.252311756935271
"4019_012",3664,1833,1688,276,4779,"4019","pima",0.0577526679221594,0.500272925764192,0.460698689956332
"4019_013",2174,1004,1038,278,3204,"4019","pima",0.0867665418227216,0.461821527138914,0.477460901563937
"4019_014",2619,1315,1155,567,3591,"4019","pima",0.157894736842105,0.502100038182512,0.441008018327606
"4019_015",1073,571,444,201,1611,"4019","pima",0.124767225325885,0.53215284249767,0.413793103448276
"4019_016",2670,786,1757,950,3418,"4019","pima",0.277940315974254,0.29438202247191,0.658052434456929
"4019_017",1313,232,1002,770,1991,"4019","pima",0.386740331491713,0.176694592536177,0.763137852246763
"4019_018",1565,199,1283,1590,2734,"4019","pima",0.581565471836137,0.127156549520767,0.819808306709265
"4019_019",349,181,136,154,574,"4019","pima",0.268292682926829,0.518624641833811,0.389684813753582
"4019_020",1785,293,1401,1747,3251,"4019","pima",0.537373115964319,0.164145658263305,0.784873949579832
"4019_021",2315,1013,1199,413,3077,"4019","pima",0.134221644458889,0.437580993520518,0.51792656587473
"4019_022",2283,596,1591,2113,4245,"4019","pima",0.497762073027091,0.261060008760403,0.696890056942619
"4019_023",2200,553,1553,2173,3565,"4019","pima",0.609537166900421,0.251363636363636,0.705909090909091
"4019_024",1538,843,624,440,2323,"4019","pima",0.189410245372363,0.548114434330299,0.405721716514954
"4019_025",1583,178,1348,2179,2896,"4019","pima",0.752417127071823,0.112444725205306,0.851547694251421
"4019_026",1673,236,1382,2278,3064,"4019","pima",0.743472584856397,0.141063956963539,0.826060968320383
"4019_027",0,0,0,NA,NA,"4019","pima",NA,NA,NA
"4019_028",986,148,802,1189,1661,"4019","pima",0.715833835039133,0.150101419878296,0.813387423935091
"4019_029",2657,1299,1220,279,3371,"4019","pima",0.0827647582319786,0.488897252540459,0.459164471208129
"4019_030",2467,943,1387,473,3730,"4019","pima",0.126809651474531,0.382245642480746,0.562221321443048
"4019_031",1304,638,604,371,2104,"4019","pima",0.176330798479087,0.489263803680982,0.46319018404908
"4019_032",3205,1393,1618,1016,5321,"4019","pima",0.190941552339786,0.434633385335413,0.504836193447738
"4019_033",1608,491,1051,607,2459,"4019","pima",0.246848312322082,0.305348258706468,0.653606965174129
"4019_034",936,370,506,428,1702,"4019","pima",0.251468860164512,0.395299145299145,0.540598290598291
"4019_035",505,240,241,85,609,"4019","pima",0.139573070607553,0.475247524752475,0.477227722772277
"4019_036",2375,796,1432,1245,4707,"4019","pima",0.264499681325685,0.335157894736842,0.602947368421053
"4019_037",779,128,603,760,1362,"4019","pima",0.558002936857562,0.164313222079589,0.774069319640565
"4019_038",1457,464,884,566,2599,"4019","pima",0.217776067718353,0.318462594371997,0.606726149622512
"4019_039",2675,1469,1095,373,3560,"4019","pima",0.104775280898876,0.549158878504673,0.409345794392523
"4019_040",2066,1107,832,432,3043,"4019","pima",0.14196516595465,0.535818005808325,0.4027105517909
"4019_041",3262,1075,2007,2336,5007,"4019","pima",0.466546834431796,0.3295524218271,0.615266707541386
"4019_042",2344,385,1775,556,4338,"4019","pima",0.128169663439373,0.164249146757679,0.757252559726962
"4019_043",818,143,619,596,1743,"4019","pima",0.341939185312679,0.17481662591687,0.756723716381418
"4019_044",1409,204,1092,245,2294,"4019","pima",0.106800348735833,0.144783534421576,0.775017743080199
"4019_045",1231,116,1049,398,1859,"4019","pima",0.214093598708983,0.0942323314378554,0.852152721364744
"4019_046",808,461,311,48,995,"4019","pima",0.0482412060301508,0.570544554455445,0.38490099009901
"4019_047",1695,221,1409,2550,3739,"4019","pima",0.68200053490238,0.130383480825959,0.831268436578171
"4019_048",1396,375,954,1306,2823,"4019","pima",0.462628409493447,0.268624641833811,0.683381088825215
"4019_049",1118,612,429,228,1586,"4019","pima",0.143757881462799,0.547406082289803,0.383720930232558
"4019_050",1381,197,1140,1767,2583,"4019","pima",0.684088269454123,0.142650253439537,0.825488776249095
"4019_051",1044,146,863,1430,2037,"4019","pima",0.702012763868434,0.139846743295019,0.826628352490421
"4019_052",1229,179,1006,1702,2478,"4019","pima",0.686844229217111,0.145646867371847,0.818551668022783
"4019_053",2846,529,2196,3358,5617,"4019","pima",0.597828022075841,0.185874912157414,0.771609276177091
"4019_054",3111,974,1958,2359,5494,"4019","pima",0.429377502730251,0.313082610093218,0.629379620700739
"4019_055",992,326,600,185,1494,"4019","pima",0.123828647925033,0.328629032258065,0.604838709677419
"4019_056",2031,627,1319,157,2523,"4019","pima",0.0622275069361871,0.308714918759232,0.649433776464796
"4019_057",2408,592,1661,636,4067,"4019","pima",0.156380624538972,0.245847176079734,0.689784053156146
"4019_058",1971,416,1403,562,3374,"4019","pima",0.166567871962063,0.211060375443937,0.711821410451547
"4019_059",1213,263,913,1105,1962,"4019","pima",0.563200815494393,0.21681780708986,0.752679307502061
"4019_060",1064,530,473,552,1898,"4019","pima",0.290832455216017,0.49812030075188,0.444548872180451
"4019_061",1663,641,958,131,2100,"4019","pima",0.0623809523809524,0.38544798556825,0.576067348165965
"4019_062",1179,193,896,272,2434,"4019","pima",0.111750205423172,0.163698049194232,0.759966072943172
"4019_063",1147,203,888,156,1549,"4019","pima",0.100710135571336,0.176983435047951,0.774193548387097
"4019_064",1281,139,1064,1341,2493,"4019","pima",0.537906137184116,0.108508977361436,0.830601092896175
"4019_065",20,11,9,0,23,"4019","pima",0,0.55,0.45
"4019_066",1519,222,1218,1678,3039,"4019","pima",0.552155314248108,0.146148782093483,0.80184331797235
"4019_067",1695,450,1117,523,3071,"4019","pima",0.170302832953435,0.265486725663717,0.658997050147493
"4019_068",1853,416,1320,307,2586,"4019","pima",0.118716163959783,0.224500809498111,0.712358337830545
"4019_069",3340,1372,1785,507,4763,"4019","pima",0.106445517530968,0.410778443113772,0.534431137724551
"4019_070",1659,925,630,254,2431,"4019","pima",0.104483751542575,0.557564798071127,0.379746835443038
"4019_071",128,9,114,15,208,"4019","pima",0.0721153846153846,0.0703125,0.890625
"4019_072",2416,610,1637,606,4273,"4019","pima",0.141820734846712,0.252483443708609,0.677566225165563
"4019_073",2165,353,1691,250,2926,"4019","pima",0.0854408749145591,0.163048498845266,0.781062355658199
"4019_074",1647,804,787,42,1968,"4019","pima",0.0213414634146341,0.48816029143898,0.477838494231937
"4019_075",2108,445,1513,436,3326,"4019","pima",0.131088394467829,0.211100569259962,0.717741935483871
"4019_076",245,15,222,18,449,"4019","pima",0.0400890868596882,0.0612244897959184,0.906122448979592
"4019_077",2045,1076,865,171,2601,"4019","pima",0.0657439446366782,0.526161369193154,0.422982885085575
"4019_078",1390,207,1141,136,1875,"4019","pima",0.0725333333333333,0.148920863309353,0.820863309352518
"4019_079",2387,1292,943,436,3448,"4019","pima",0.126450116009281,0.541265186426477,0.395056556346879
"4019_080",1607,320,1195,373,2496,"4019","pima",0.149439102564103,0.199128811449907,0.743621655258245
"4019_081",855,460,350,258,1211,"4019","pima",0.213047068538398,0.538011695906433,0.409356725146199
"4019_082",1653,306,1255,699,2316,"4019","pima",0.301813471502591,0.185117967332123,0.759225650332728
"4019_083",1291,795,435,368,1821,"4019","pima",0.202086765513454,0.615801704105345,0.336948102246321
"4019_084",3440,1961,1332,336,4199,"4019","pima",0.0800190521552751,0.570058139534884,0.387209302325581
"4019_085",1148,403,670,263,1688,"4019","pima",0.155805687203791,0.351045296167247,0.583623693379791
"4019_086",2571,585,1852,1980,4088,"4019","pima",0.484344422700587,0.227537922987165,0.720342279268767
"4019_087",457,116,318,101,763,"4019","pima",0.132372214941022,0.25382932166302,0.695842450765864
"4019_088",2249,928,1238,134,3015,"4019","pima",0.0444444444444444,0.412627834593152,0.550466874166296
"4019_089",2197,628,1438,414,3179,"4019","pima",0.130229631959736,0.285844333181611,0.654528903049613
"4019_090",1177,656,434,242,1700,"4019","pima",0.142352941176471,0.557349192863212,0.368734069668649
"4019_091",2017,560,1298,494,3438,"4019","pima",0.14368819080861,0.277640059494298,0.643529995042142
"4019_092",2529,943,1444,706,3212,"4019","pima",0.219800747198007,0.372874654013444,0.570976670620799
"4019_093",1545,368,1103,347,2264,"4019","pima",0.153268551236749,0.238187702265372,0.713915857605178
"4019_094",1763,403,1268,355,2595,"4019","pima",0.136801541425819,0.228587634713556,0.719228587634714
"4019_095",1048,569,400,212,1480,"4019","pima",0.143243243243243,0.54293893129771,0.381679389312977
"4019_096",1874,481,1277,405,2526,"4019","pima",0.160332541567696,0.25667022411953,0.681430096051227
"4019_097",1393,329,984,781,2018,"4019","pima",0.387016848364718,0.236180904522613,0.706389088298636
"4019_098",1935,508,1285,1088,3467,"4019","pima",0.313815979232766,0.262532299741602,0.664082687338501
"4019_099",1789,473,1243,194,2318,"4019","pima",0.0836928386540121,0.264393515930688,0.694801565120179
"4019_100",1849,603,1112,398,2874,"4019","pima",0.13848295059151,0.326122228231476,0.601406165494862
"4019_101",1318,637,618,408,2026,"4019","pima",0.201382033563672,0.483308042488619,0.468892261001517
"4019_102",1640,467,1074,1480,2772,"4019","pima",0.533910533910534,0.284756097560976,0.654878048780488
"4019_103",945,273,644,142,1306,"4019","pima",0.108728943338438,0.288888888888889,0.681481481481481
"4019_104",2866,1468,1252,559,3845,"4019","pima",0.145383615084525,0.512212142358688,0.436845778087927
"4019_105",1142,419,642,629,2079,"4019","pima",0.302549302549303,0.366900175131349,0.562171628721541
"4019_106",1216,570,594,78,1491,"4019","pima",0.0523138832997988,0.46875,0.488486842105263
"4019_107",2274,782,1358,446,3551,"4019","pima",0.125598422979442,0.343887423043096,0.597185576077397
"4019_108",2942,940,1842,583,4448,"4019","pima",0.131070143884892,0.319510537049626,0.626104690686608
"4019_109",3285,1861,1237,475,4370,"4019","pima",0.108695652173913,0.566514459665145,0.376560121765601
"4019_110",937,69,829,1610,2081,"4019","pima",0.773666506487266,0.0736392742796158,0.884738527214514
"4019_111",1634,587,956,376,2253,"4019","pima",0.166888592987128,0.359241126070991,0.585067319461444
"4019_112",2363,1011,1256,128,3062,"4019","pima",0.0418027433050294,0.427845958527296,0.53152771900127
"4019_113",1925,719,1074,825,3303,"4019","pima",0.249772933696639,0.373506493506494,0.557922077922078
"4019_114",398,195,151,135,1192,"4019","pima",0.113255033557047,0.489949748743719,0.379396984924623
"4019_115",2843,1490,1226,373,3648,"4019","pima",0.102247807017544,0.524094266619768,0.431234611326064
"4019_116",2855,1264,1438,516,4517,"4019","pima",0.114235111799867,0.442732049036778,0.503677758318739
"4019_117",1824,674,1043,379,2674,"4019","pima",0.141735228122663,0.369517543859649,0.571820175438597
"4019_118",2295,873,1309,223,3083,"4019","pima",0.0723321440155693,0.380392156862745,0.57037037037037
"4019_119",1545,587,835,378,2411,"4019","pima",0.156781418498548,0.379935275080906,0.540453074433657
"4019_120",2100,851,1123,533,3144,"4019","pima",0.169529262086514,0.405238095238095,0.534761904761905
"4019_121",1438,651,712,149,1932,"4019","pima",0.0771221532091097,0.452712100139082,0.495132127955494
"4019_122",1514,660,764,441,2387,"4019","pima",0.18475073313783,0.435931307793923,0.504623513870542
"4019_123",2895,1200,1487,955,4905,"4019","pima",0.194699286442406,0.414507772020725,0.513644214162349
"4019_124",1103,518,524,330,1751,"4019","pima",0.188463735008567,0.469628286491387,0.475067996373527
"4019_125",1535,694,783,125,1910,"4019","pima",0.0654450261780105,0.452117263843648,0.510097719869707
"4019_126",1205,619,524,101,1584,"4019","pima",0.0637626262626263,0.513692946058091,0.434854771784232
"4019_127",4782,2797,1804,390,5997,"4019","pima",0.0650325162581291,0.584901714763697,0.377248013383522
"4019_128",1708,753,850,194,2259,"4019","pima",0.0858787073926516,0.440866510538642,0.497658079625293
"4019_129",1518,644,792,343,2473,"4019","pima",0.138697937727457,0.424242424242424,0.521739130434783
"4019_130",2436,1191,1126,391,3686,"4019","pima",0.10607704829083,0.488916256157635,0.462233169129721
"4019_131",1606,812,734,179,2057,"4019","pima",0.087019931939718,0.50560398505604,0.457036114570361
"4019_132",2229,1024,1082,420,3111,"4019","pima",0.135004821600771,0.459398833557649,0.485419470614625
"4019_133",2387,1098,1124,523,3821,"4019","pima",0.136875163569746,0.459991621281944,0.470883954754923
"4019_134",1549,757,694,406,2291,"4019","pima",0.177215189873418,0.488702388637831,0.448030987734022
"4019_135",169,13,152,19,269,"4019","pima",0.0706319702602231,0.0769230769230769,0.899408284023669
"4019_136",99,8,87,53,210,"4019","pima",0.252380952380952,0.0808080808080808,0.878787878787879
"4019_137",103,3,94,82,192,"4019","pima",0.427083333333333,0.029126213592233,0.912621359223301
"4019_138",338,11,318,29,629,"4019","pima",0.0461049284578696,0.0325443786982249,0.940828402366864
"4019_139",358,121,222,292,608,"4019","pima",0.480263157894737,0.337988826815642,0.620111731843575
"4019_140",503,264,217,235,776,"4019","pima",0.302835051546392,0.524850894632207,0.431411530815109
"4019_141",3323,1651,1552,149,3988,"4019","pima",0.0373620862587763,0.496840204634367,0.467047848329822
"4019_142",2316,1169,993,365,3114,"4019","pima",0.117212588310854,0.504749568221071,0.428756476683938
"4019_143",665,44,579,224,1071,"4019","pima",0.209150326797386,0.0661654135338346,0.870676691729323
"4019_144",1762,466,1200,967,2485,"4019","pima",0.389134808853119,0.264472190692395,0.681044267877412
"4019_145",4101,2071,1903,186,5034,"4019","pima",0.0369487485101311,0.504998780785174,0.464033162643258
"4019_146",1803,777,922,381,2997,"4019","pima",0.127127127127127,0.430948419301165,0.511369938990571
"4019_147",1669,857,705,694,2540,"4019","pima",0.273228346456693,0.513481126423008,0.422408627920911
"4019_148",1703,765,850,205,2263,"4019","pima",0.0905877154220062,0.44920728126835,0.499119201409278
"4019_149",1634,666,896,230,2411,"4019","pima",0.0953961012028204,0.407588739290086,0.548347613219094
"4019_150",404,192,184,106,727,"4019","pima",0.145804676753783,0.475247524752475,0.455445544554455
"4019_151",708,247,436,115,897,"4019","pima",0.128205128205128,0.348870056497175,0.615819209039548
"4019_152",609,110,474,576,992,"4019","pima",0.580645161290323,0.180623973727422,0.778325123152709
"4019_153",2433,717,1586,1119,3483,"4019","pima",0.321274763135228,0.294697903822441,0.65187011919441
"4019_154",1001,229,690,618,2280,"4019","pima",0.271052631578947,0.228771228771229,0.689310689310689
"4019_155",859,204,623,1007,1792,"4019","pima",0.561941964285714,0.237485448195576,0.725261932479627
"4019_156",1355,613,654,226,2108,"4019","pima",0.107210626185958,0.45239852398524,0.482656826568266
"4019_157",1707,347,1292,1841,3064,"4019","pima",0.600848563968668,0.203280609256005,0.756883421206796
"4019_158",1541,560,925,115,2020,"4019","pima",0.0569306930693069,0.36340038935756,0.600259571706684
"4019_159",2264,364,1805,2511,4239,"4019","pima",0.592356687898089,0.160777385159011,0.79726148409894
"4019_160",965,98,831,1444,1922,"4019","pima",0.751300728407908,0.101554404145078,0.861139896373057
"4019_161",692,399,265,64,865,"4019","pima",0.0739884393063584,0.576589595375723,0.382947976878613
"4019_162",1310,486,760,176,1838,"4019","pima",0.0957562568008705,0.370992366412214,0.580152671755725
"4019_163",1718,698,946,100,2257,"4019","pima",0.0443066016836509,0.406286379511059,0.550640279394645
"4019_164",1748,357,1287,267,2506,"4019","pima",0.106544293695132,0.204233409610984,0.736270022883295
"4019_165",257,174,67,7,324,"4019","pima",0.0216049382716049,0.67704280155642,0.260700389105058
"4019_166",2011,349,1482,716,3491,"4019","pima",0.205098825551418,0.173545499751367,0.736946792640477
"4019_167",1235,229,928,170,1735,"4019","pima",0.0979827089337176,0.185425101214575,0.751417004048583
"4019_168",615,348,250,109,808,"4019","pima",0.13490099009901,0.565853658536585,0.40650406504065
"4019_169",2865,1504,1246,253,3693,"4019","pima",0.0685079880855673,0.524956369982548,0.434904013961606
"4019_170",1773,599,1103,199,2543,"4019","pima",0.0782540306724341,0.337845459672871,0.622109419063734
"4019_171",2225,991,1148,192,2800,"4019","pima",0.0685714285714286,0.445393258426966,0.515955056179775
"4019_172",2359,1297,962,300,3039,"4019","pima",0.0987166831194472,0.5498092412039,0.407799915218313
"4019_173",2226,1133,978,235,2911,"4019","pima",0.0807282720714531,0.508984725965858,0.439353099730458
"4019_174",2438,935,1349,500,3662,"4019","pima",0.136537411250683,0.383511074651354,0.553322395406071
"4019_175",126,100,21,46,224,"4019","pima",0.205357142857143,0.793650793650794,0.166666666666667
"4019_176",1388,761,521,280,1958,"4019","pima",0.143003064351379,0.548270893371758,0.37536023054755
"4019_177",2575,1158,1235,770,4125,"4019","pima",0.186666666666667,0.449708737864078,0.479611650485437
"4019_178",2051,1025,911,188,2761,"4019","pima",0.0680912712785223,0.499756216479766,0.444173573866407
"4019_179",2904,1549,1242,200,3640,"4019","pima",0.0549450549450549,0.533402203856749,0.427685950413223
"4019_180",2417,1137,1125,352,3407,"4019","pima",0.103316700909891,0.470417873396773,0.465453040959868
"4019_181",2659,1357,1186,313,3468,"4019","pima",0.0902537485582468,0.510342233922527,0.446032342986085
"4019_182",2707,1316,1230,495,3842,"4019","pima",0.12883914627798,0.486147026228297,0.454377539711858
"4019_183",1829,908,826,268,2498,"4019","pima",0.10728582866293,0.496446145434664,0.451612903225806
"4019_184",2260,1342,805,229,2838,"4019","pima",0.0806906272022551,0.593805309734513,0.356194690265487
"4019_185",1334,694,560,303,1953,"4019","pima",0.155145929339478,0.52023988005997,0.419790104947526
"4019_186",249,109,131,45,296,"4019","pima",0.152027027027027,0.437751004016064,0.526104417670683
"4019_187",2670,1327,1213,290,3419,"4019","pima",0.0848201228429365,0.497003745318352,0.454307116104869
"4019_188",2095,1220,786,218,2808,"4019","pima",0.0776353276353276,0.582338902147971,0.375178997613365
"4019_189",1148,349,744,288,1694,"4019","pima",0.170011806375443,0.304006968641115,0.64808362369338
"4019_190",1054,242,772,999,1832,"4019","pima",0.545305676855895,0.229601518026565,0.732447817836812
"4019_191",865,422,396,219,1168,"4019","pima",0.1875,0.487861271676301,0.457803468208092
"4019_192",2288,1073,1097,284,3176,"4019","pima",0.0894206549118388,0.468968531468531,0.479458041958042
"4019_193",1239,607,602,41,1557,"4019","pima",0.0263326910725755,0.489911218724778,0.485875706214689
"4019_194",2601,1400,1089,206,3480,"4019","pima",0.0591954022988506,0.538254517493272,0.418685121107266
"4019_195",1450,814,588,102,1791,"4019","pima",0.0569514237855946,0.561379310344828,0.40551724137931
"4019_196",6,0,6,11,20,"4019","pima",0.55,0,1
"4019_197",1700,854,751,251,2388,"4019","pima",0.105108877721943,0.502352941176471,0.441764705882353
"4019_198",1594,985,510,214,2107,"4019","pima",0.1015662078785,0.617942283563363,0.319949811794228
"4019_199",2095,1174,820,106,2639,"4019","pima",0.0401667298219022,0.560381861575179,0.391408114558473
"4019_200",1004,601,341,78,1270,"4019","pima",0.0614173228346457,0.598605577689243,0.339641434262948
"4019_201",2057,969,977,408,3000,"4019","pima",0.136,0.471074380165289,0.474963539134662
"4019_202",2479,1280,1054,320,3340,"4019","pima",0.0958083832335329,0.516337232755143,0.425171440096813
"4019_203",985,367,585,749,1599,"4019","pima",0.468417761100688,0.37258883248731,0.593908629441624
"4019_204",380,313,57,47,517,"4019","pima",0.0909090909090909,0.823684210526316,0.15
"4019_205",2254,1242,938,89,2645,"4019","pima",0.033648393194707,0.551020408163265,0.416149068322981
"4019_206",356,194,146,98,482,"4019","pima",0.203319502074689,0.544943820224719,0.410112359550562
"4019_207",2239,1064,1115,137,2737,"4019","pima",0.0500548045305079,0.475212148280482,0.497990174184904
"4019_208",1017,534,423,316,1634,"4019","pima",0.193390452876377,0.525073746312684,0.415929203539823
"4019_209",2165,1141,945,137,2854,"4019","pima",0.0480028030833917,0.5270207852194,0.4364896073903
"4019_210",1885,593,1225,196,2358,"4019","pima",0.0831212892281595,0.314588859416446,0.649867374005305
"4019_211",1785,761,951,74,2221,"4019","pima",0.0333183250787933,0.426330532212885,0.532773109243697
"4019_212",1242,661,522,123,1708,"4019","pima",0.0720140515222482,0.532206119162641,0.420289855072464
"4019_213",206,83,108,55,270,"4019","pima",0.203703703703704,0.402912621359223,0.524271844660194
"4019_214",2175,879,1209,231,2881,"4019","pima",0.0801804928844151,0.404137931034483,0.555862068965517
"4019_215",1026,583,386,112,1426,"4019","pima",0.0785413744740533,0.5682261208577,0.376218323586745
"4019_216",1818,948,788,130,2264,"4019","pima",0.0574204946996466,0.521452145214521,0.433443344334433
"4019_217",2575,1340,1091,484,3577,"4019","pima",0.135308918087783,0.520388349514563,0.423689320388349
"4019_218",3132,1408,1530,494,4083,"4019","pima",0.120989468528043,0.449553001277139,0.488505747126437
"4019_219",1929,945,850,531,2850,"4019","pima",0.186315789473684,0.489891135303266,0.440642820114049
"4019_220",2453,1291,1046,160,3102,"4019","pima",0.0515796260477112,0.526294333469221,0.42641663269466
"4019_221",1628,1099,446,206,2246,"4019","pima",0.0917186108637578,0.675061425061425,0.273955773955774
"4019_222",1318,801,438,184,2005,"4019","pima",0.0917705735660848,0.607738998482549,0.332321699544765
"4019_223",881,451,387,249,1261,"4019","pima",0.19746233148295,0.511918274687855,0.439273552780931
"4019_224",2657,1362,1089,547,3822,"4019","pima",0.143118785975929,0.51260820474219,0.409860745201355
"4019_225",3132,1433,1507,904,4774,"4019","pima",0.189359028068705,0.457535121328225,0.481162196679438
"4019_226",793,387,370,100,1046,"4019","pima",0.0956022944550669,0.488020176544767,0.466582597730139
"4019_227",3624,1825,1532,1289,5665,"4019","pima",0.227537511032657,0.503587196467991,0.422737306843267
"4019_228",1024,440,540,146,1238,"4019","pima",0.117932148626817,0.4296875,0.52734375
"4019_229",4552,2841,1429,709,6016,"4019","pima",0.117852393617021,0.624121265377856,0.313927943760984
"4019_230",766,284,443,118,1017,"4019","pima",0.116027531956735,0.370757180156658,0.578328981723238
"4019_231",2829,1327,1345,1268,4331,"4019","pima",0.292773031632417,0.469070342877342,0.475433015199717
"4019_232",985,391,542,453,1675,"4019","pima",0.27044776119403,0.396954314720812,0.550253807106599
"4019_233",2482,891,1471,1627,3964,"4019","pima",0.410443995963673,0.358984689766317,0.592667203867849
"4019_234",1440,526,835,915,2167,"4019","pima",0.422242731887402,0.365277777777778,0.579861111111111
"4019_235",1536,360,1100,1494,2639,"4019","pima",0.566123531640773,0.234375,0.716145833333333
"4019_236",554,88,445,208,1110,"4019","pima",0.187387387387387,0.15884476534296,0.803249097472924
"4019_237",1359,453,856,97,1784,"4019","pima",0.054372197309417,0.333333333333333,0.629874908020603
"4019_238",2173,786,1284,189,2921,"4019","pima",0.0647038685381719,0.361711919005982,0.590888173032674
"4019_239",2946,1093,1730,204,3955,"4019","pima",0.0515802781289507,0.371011541072641,0.587236931432451
"4019_240",95,57,35,0,113,"4019","pima",0,0.6,0.368421052631579
"4019_241",1600,691,844,124,2068,"4019","pima",0.0599613152804642,0.431875,0.5275
"4019_242",1699,883,719,331,2424,"4019","pima",0.136551155115512,0.519717480871101,0.423190111830489
"4019_243",1581,901,625,110,2066,"4019","pima",0.05324298160697,0.56989247311828,0.395319418089817
"4019_244",447,52,379,688,916,"4019","pima",0.751091703056769,0.116331096196868,0.847874720357942
"4019_245",1145,165,927,892,1790,"4019","pima",0.498324022346369,0.14410480349345,0.809606986899563
"4019_246",1340,118,1144,661,2064,"4019","pima",0.320251937984496,0.0880597014925373,0.853731343283582
"4019_247",266,38,212,225,463,"4019","pima",0.485961123110151,0.142857142857143,0.796992481203007
"4019_248",507,71,417,639,861,"4019","pima",0.742160278745645,0.140039447731755,0.822485207100592
"4021_kearny",981,527,397,456,1437,"4021","pinal",0.317327766179541,0.537206931702345,0.404689092762487
"4021_dudleyville",419,159,246,311,652,"4021","pinal",0.476993865030675,0.379474940334129,0.587112171837709
"4021_san_manuel",1236,626,560,675,1980,"4021","pinal",0.340909090909091,0.506472491909385,0.453074433656958
"4021_mammoth",582,159,409,561,986,"4021","pinal",0.568965517241379,0.27319587628866,0.702749140893471
"4021_oracle",1500,793,657,224,1898,"4021","pinal",0.118018967334036,0.528666666666667,0.438
"4021_saddlebrooke_west",2356,1342,951,60,2772,"4021","pinal",0.0216450216450216,0.569609507640068,0.40365025466893
"4021_arizona_city",1355,832,467,394,2123,"4021","pinal",0.185586434291098,0.614022140221402,0.344649446494465
"4021_toltec_south",1423,951,410,352,2189,"4021","pinal",0.160804020100503,0.668306394940267,0.288123682361209
"4021_picacho",195,122,63,96,312,"4021","pinal",0.307692307692308,0.625641025641026,0.323076923076923
"4021_eloy",530,101,407,690,1095,"4021","pinal",0.63013698630137,0.190566037735849,0.767924528301887
"4021_toltec",1488,831,588,384,2023,"4021","pinal",0.189817103311913,0.558467741935484,0.395161290322581
"4021_eloy_south",564,99,442,692,1139,"4021","pinal",0.607550482879719,0.175531914893617,0.783687943262411
"4021_saddlebrooke_east",2207,1312,831,52,2598,"4021","pinal",0.0200153964588145,0.594472134118713,0.376529225192569
"4021_red_rock",1229,855,305,206,1754,"4021","pinal",0.117445838084379,0.695687550854353,0.248169243287225
"4021_coolidge_ne",658,303,311,454,1293,"4021","pinal",0.351121423047177,0.46048632218845,0.472644376899696
"4021_coolidge_nw",1706,912,692,634,2782,"4021","pinal",0.227893601725377,0.534583821805393,0.405627198124267
"4021_coolidge_south",856,403,401,403,1513,"4021","pinal",0.266358228684732,0.470794392523364,0.468457943925234
"4021_randolph",490,292,170,115,789,"4021","pinal",0.14575411913815,0.595918367346939,0.346938775510204
"4021_central_arizona_college",665,438,199,115,890,"4021","pinal",0.129213483146067,0.658646616541353,0.299248120300752
"4021_eleven_mile_corner",522,365,131,139,790,"4021","pinal",0.175949367088608,0.699233716475096,0.25095785440613
"4021_florence_north",1057,632,380,206,1437,"4021","pinal",0.143354210160056,0.597918637653737,0.359508041627247
"4021_florence_south",943,543,351,373,1440,"4021","pinal",0.259027777777778,0.575821845174973,0.372216330858961
"4021_cactus_forest",915,671,200,156,1307,"4021","pinal",0.119357306809487,0.733333333333333,0.218579234972678
"4021_johnson_ranch",2065,1272,717,254,2866,"4021","pinal",0.0886252616887648,0.615980629539952,0.347215496368039
"4021_poston_butte",3776,2373,1233,400,4885,"4021","pinal",0.0818833162743091,0.628442796610169,0.326536016949153
"4021_queen_creek",2419,1494,791,379,3307,"4021","pinal",0.114605382521923,0.61761058288549,0.326994625878462
"4021_sacaton",428,46,366,130,997,"4021","pinal",0.130391173520562,0.107476635514019,0.855140186915888
"4021_maricopa",1603,807,699,381,2606,"4021","pinal",0.146201074443592,0.503431066749844,0.43605739238927
"4021_stanfield",281,155,117,198,466,"4021","pinal",0.424892703862661,0.551601423487544,0.416370106761566
"4021_casa_grande_north",1135,550,512,475,1870,"4021","pinal",0.254010695187166,0.484581497797357,0.451101321585903
"4021_casa_grande_n_central",1126,588,464,406,1766,"4021","pinal",0.229898074745187,0.522202486678508,0.412078152753108
"4021_casa_grande_s_central",1241,613,553,483,1967,"4021","pinal",0.245551601423488,0.493956486704271,0.445608380338437
"4021_casa_grande_ne",1273,690,527,386,1765,"4021","pinal",0.218696883852691,0.542026708562451,0.413982717989002
"4021_casa_grande_se",959,341,574,731,2002,"4021","pinal",0.365134865134865,0.355578727841502,0.598540145985402
"4021_casa_grande_nw",1933,1074,760,413,2802,"4021","pinal",0.14739471805853,0.555613036730471,0.393171236420072
"4021_casa_grande_sw",792,408,349,445,1360,"4021","pinal",0.327205882352941,0.515151515151515,0.440656565656566
"4021_casa_grande_rancho_grande",1643,982,573,424,2370,"4021","pinal",0.178902953586498,0.597687157638466,0.348752282410225
"4021_apache_jct_superstition",1670,967,627,163,2460,"4021","pinal",0.066260162601626,0.579041916167665,0.375449101796407
