"prec","total_votes","trump","clinton","latino_reg","total_reg","county_id","county_name","pct_latino","pct_trump","pct_clinton"
"4021_casa_grande_interchange",1558,934,574,338,2154,"4021","pinal",0.156917363045497,0.599486521181001,0.368421052631579
"4021_apache_jct_nw",972,593,322,159,1724,"4021","pinal",0.0922273781902552,0.610082304526749,0.331275720164609
"4021_apache_jct_sw",1626,1012,530,156,2400,"4021","pinal",0.065,0.622386223862239,0.325953259532595
"4021_apache_jct_se",1732,1102,522,271,2745,"4021","pinal",0.0987249544626594,0.636258660508083,0.301385681293303
"4021_apache_jct_ne",1512,1063,371,96,2197,"4021","pinal",0.0436959490213928,0.703042328042328,0.24537037037037
"4021_apache_jct_east",1366,897,406,83,1877,"4021","pinal",0.0442194992008524,0.656661786237189,0.297218155197657
"4021_apache_jct_central",1277,750,439,185,2074,"4021","pinal",0.0891996142719383,0.587314017227878,0.343774471417384
"4021_gold_canyon",1580,982,534,90,2061,"4021","pinal",0.0436681222707424,0.621518987341772,0.337974683544304
"4021_queen_valley",379,269,100,25,525,"4021","pinal",0.0476190476190476,0.70976253298153,0.263852242744063
"4021_superior",1009,297,666,889,1582,"4021","pinal",0.561946902654867,0.294350842418236,0.66005946481665
"4021_superior_west",27,21,5,1,28,"4021","pinal",0.0357142857142857,0.777777777777778,0.185185185185185
"4021_sutton_summit",95,72,20,4,151,"4021","pinal",0.0264900662251656,0.757894736842105,0.210526315789474
"4021_chui_chu",117,5,111,88,224,"4021","pinal",0.392857142857143,0.0427350427350427,0.948717948717949
"4021_thunderbird_farms",1043,699,293,303,1603,"4021","pinal",0.189020586400499,0.670182166826462,0.280920421860019
"4021_casa_grande_west",1465,794,579,569,2324,"4021","pinal",0.244836488812392,0.5419795221843,0.395221843003413
"4021_apache_junction_north",1291,852,379,144,2104,"4021","pinal",0.0684410646387833,0.65995352439969,0.293570875290472
"4021_apache_junction_n._central",1828,1201,560,100,2327,"4021","pinal",0.0429737859905458,0.657002188183807,0.306345733041575
"4021_apache_junction_e._central",1128,745,329,103,1703,"4021","pinal",0.0604815032295948,0.660460992907801,0.291666666666667
"4021_apache_junction_south",1735,1083,546,163,2564,"4021","pinal",0.0635725429017161,0.624207492795389,0.314697406340058
"4021_blackwater",335,34,286,108,655,"4021","pinal",0.164885496183206,0.101492537313433,0.853731343283582
"4021_san_tan",349,42,295,148,793,"4021","pinal",0.186633039092055,0.120343839541547,0.845272206303725
"4021_casa_blanca",364,39,300,147,850,"4021","pinal",0.172941176470588,0.107142857142857,0.824175824175824
"4021_apache_trail",900,573,275,122,1477,"4021","pinal",0.0825998645903859,0.636666666666667,0.305555555555556
"4021_superstition_mountain",1930,1229,636,92,2362,"4021","pinal",0.0389500423370025,0.636787564766839,0.329533678756477
"4021_mountainbrook_village",1313,825,463,27,1560,"4021","pinal",0.0173076923076923,0.628332063975628,0.352627570449353
"4021_hidden_valley",787,477,273,234,1206,"4021","pinal",0.194029850746269,0.606099110546379,0.346886912325286
"4021_san_tan_park",1664,970,608,301,2367,"4021","pinal",0.12716518800169,0.582932692307692,0.365384615384615
"4021_bella_vista",1072,637,368,239,1558,"4021","pinal",0.153401797175866,0.594216417910448,0.343283582089552
"4021_copper_basin",1387,832,451,262,2061,"4021","pinal",0.127122755943717,0.599855803893295,0.325162220620043
"4021_schnepf",1516,1029,378,224,2136,"4021","pinal",0.104868913857678,0.678759894459103,0.24934036939314
"4021_peralta",754,469,246,44,1008,"4021","pinal",0.0436507936507936,0.622015915119363,0.326259946949602
"4021_santa_rosa",1046,542,448,170,1568,"4021","pinal",0.108418367346939,0.518164435946463,0.4282982791587
"4021_el_dorado",1543,747,680,277,2432,"4021","pinal",0.113898026315789,0.484121840570318,0.440699935191186
"4021_walker_butte",1793,1061,639,312,2626,"4021","pinal",0.118811881188119,0.591745677635248,0.356385945343001
"4021_pecan_creek_north",1761,1124,512,293,2636,"4021","pinal",0.111153262518968,0.638273708120386,0.290743895513913
"4021_ak_chin_community",223,25,187,146,410,"4021","pinal",0.35609756097561,0.112107623318386,0.838565022421525
"4021_maricopa_meadows",1678,855,707,339,2464,"4021","pinal",0.137581168831169,0.50953516090584,0.421334922526818
"4021_maricopa_fiesta",1802,990,721,328,2762,"4021","pinal",0.11875452570601,0.549389567147614,0.400110987791343
"4021_province",2967,1586,1259,413,4125,"4021","pinal",0.100121212121212,0.534546680148298,0.424334344455679
"4021_ironwood_common",1698,914,698,409,2380,"4021","pinal",0.171848739495798,0.538280329799764,0.411071849234393
"4021_cruz_park",480,154,291,398,1060,"4021","pinal",0.375471698113208,0.320833333333333,0.60625
"4021_coyote_ranch",1950,1109,735,532,2725,"4021","pinal",0.195229357798165,0.568717948717949,0.376923076923077
"4021_gold_canyon_north",849,537,273,36,1089,"4021","pinal",0.0330578512396694,0.632508833922262,0.321554770318021
"4021_san_tan_heights",1671,1005,559,317,2505,"4021","pinal",0.126546906187625,0.601436265709156,0.334530221424297
"4021_circle_cross_ranch",2070,1194,743,416,3007,"4021","pinal",0.138343864316595,0.576811594202899,0.358937198067633
"4021_johnson_ranch_east",1371,773,508,256,2085,"4021","pinal",0.122781774580336,0.563822027716995,0.37053245805981
"4021_ironwood_crossing",3521,2376,967,466,4791,"4021","pinal",0.0972657065330829,0.674808293098552,0.274637886963931
"4021_quail_hollow",1993,1331,549,473,2894,"4021","pinal",0.163441603317208,0.66783743100853,0.275464124435524
"4021_senita",1337,641,627,355,2276,"4021","pinal",0.15597539543058,0.479431563201197,0.468960359012715
"4021_silverbell",980,658,277,263,1518,"4021","pinal",0.173254281949934,0.671428571428571,0.28265306122449
"4021_eagle_crest",2804,1564,1156,192,3346,"4021","pinal",0.0573819485953377,0.557774607703281,0.412268188302425
"4021_oracle_south",973,448,476,360,1459,"4021","pinal",0.246744345442084,0.460431654676259,0.489208633093525
"4021_skyline_ranch",1593,967,531,297,2256,"4021","pinal",0.131648936170213,0.607030759573132,0.333333333333333
"4021_queen_creek_south",1179,733,369,197,1700,"4021","pinal",0.115882352941176,0.621713316369805,0.312977099236641
"4021_san_tan_ranches",1023,694,285,195,1440,"4021","pinal",0.135416666666667,0.678396871945259,0.278592375366569
"4021_copper_basin_southeast",1228,727,428,177,1816,"4021","pinal",0.0974669603524229,0.592019543973941,0.348534201954397
"4021_links_estates",1194,730,377,296,1874,"4021","pinal",0.15795090715048,0.611390284757119,0.315745393634841
"4021_mission_valley",1418,819,526,389,2037,"4021","pinal",0.190967108492882,0.577574047954866,0.370944992947814
"4021_desert_cedars",1262,621,571,282,2034,"4021","pinal",0.138643067846608,0.492076069730586,0.452456418383518
"4021_alterra_north",1483,675,708,385,2495,"4021","pinal",0.154308617234469,0.45515846257586,0.477410654079568
"4021_maricopa_wells",1768,954,700,335,2595,"4021","pinal",0.129094412331407,0.539592760180995,0.395927601809955
"4021_san_carlos_community",0,0,0,NA,NA,"4021","pinal",NA,NA,NA
"4021_picacho_south",139,82,53,58,202,"4021","pinal",0.287128712871287,0.589928057553957,0.381294964028777
"4021_toltec_southwest",68,28,37,44,156,"4021","pinal",0.282051282051282,0.411764705882353,0.544117647058823
"4025_201",6796,4006,2321,308,8519,"4025","yavapai",0.0361544782251438,0.589464390818128,0.341524426133019
"4025_202",5180,2735,2037,345,7414,"4025","yavapai",0.0465335851092528,0.527992277992278,0.393243243243243
"4025_203",3656,1992,1397,148,4818,"4025","yavapai",0.0307181403071814,0.544857768052516,0.382111597374179
"4025_204",5698,3022,2268,219,7266,"4025","yavapai",0.0301403798513625,0.53036153036153,0.398034398034398
"4025_205",686,518,115,136,1052,"4025","yavapai",0.129277566539924,0.755102040816326,0.167638483965015
"4025_206",75,69,3,2,86,"4025","yavapai",0.0232558139534884,0.92,0.04
"4025_207",1066,796,231,70,1423,"4025","yavapai",0.0491918482080112,0.74671669793621,0.216697936210131
"4025_208",643,441,176,23,870,"4025","yavapai",0.0264367816091954,0.685847589424572,0.273716951788491
"4025_209",304,237,53,7,382,"4025","yavapai",0.0183246073298429,0.779605263157895,0.174342105263158
"4025_210",48,30,15,1,64,"4025","yavapai",0.015625,0.625,0.3125
"4025_211",27,23,3,1,36,"4025","yavapai",0.0277777777777778,0.851851851851852,0.111111111111111
"4025_212",0,0,0,NA,NA,"4025","yavapai",NA,NA,NA
"4025_213",313,231,70,12,366,"4025","yavapai",0.0327868852459016,0.738019169329074,0.223642172523962
"4025_214",485,344,113,26,755,"4025","yavapai",0.0344370860927152,0.709278350515464,0.232989690721649
"4025_215",3582,2437,957,151,4557,"4025","yavapai",0.0331358349791529,0.68034617532105,0.267169179229481
"4025_216",1961,1049,757,103,2711,"4025","yavapai",0.0379933603836223,0.534931157572667,0.386027536970933
"4025_217",100,57,33,3,144,"4025","yavapai",0.0208333333333333,0.57,0.33
"4025_218",2104,1290,678,141,2975,"4025","yavapai",0.0473949579831933,0.613117870722434,0.322243346007605
"4025_219",4666,3202,1181,460,7016,"4025","yavapai",0.0655644241733181,0.686240891555937,0.253107586798114
"4025_220",24,14,9,3,36,"4025","yavapai",0.0833333333333333,0.583333333333333,0.375
"4025_221",307,226,65,11,383,"4025","yavapai",0.0287206266318538,0.736156351791531,0.211726384364821
"4025_222",2507,1823,521,170,3844,"4025","yavapai",0.0442247658688866,0.727163940965297,0.207818109293977
"4025_223",1343,1010,261,57,2031,"4025","yavapai",0.0280649926144756,0.75204765450484,0.194341027550261
"4025_224",81,64,8,0,106,"4025","yavapai",0,0.790123456790123,0.0987654320987654
"4025_225",4706,3420,1069,218,6229,"4025","yavapai",0.0349975919088136,0.726731831704207,0.227156821079473
"4025_226",54,27,22,7,67,"4025","yavapai",0.104477611940299,0.5,0.407407407407407
"4025_227",4833,1681,2801,213,6387,"4025","yavapai",0.0333489901362142,0.347817090833851,0.579557210842127
"4025_228",4208,1762,2205,155,5408,"4025","yavapai",0.0286612426035503,0.418726235741445,0.524001901140684
"4025_229",5891,3263,2209,631,8332,"4025","yavapai",0.0757321171387422,0.553895773213376,0.374978781191648
"4025_230",5254,2884,1914,590,7632,"4025","yavapai",0.0773060796645702,0.548915112295394,0.364293871336125
"4025_231",305,200,86,16,359,"4025","yavapai",0.0445682451253482,0.655737704918033,0.281967213114754
"4025_232",1972,888,909,192,2724,"4025","yavapai",0.0704845814977974,0.450304259634888,0.460953346855984
"4025_233",55,30,24,1,62,"4025","yavapai",0.0161290322580645,0.545454545454545,0.436363636363636
"4025_234",7137,4514,2132,250,9040,"4025","yavapai",0.0276548672566372,0.632478632478632,0.298724954462659
"4025_235",3621,2636,806,125,4310,"4025","yavapai",0.0290023201856148,0.727975697321182,0.222590444628556
"4025_236",447,319,113,25,571,"4025","yavapai",0.0437828371278459,0.713646532438479,0.252796420581655
"4025_237",4800,3676,862,456,6650,"4025","yavapai",0.0685714285714286,0.765833333333333,0.179583333333333
"4025_238",5523,4191,1015,399,7566,"4025","yavapai",0.0527359238699445,0.758826724606192,0.183776932826362
"4025_239",1831,1461,283,93,2301,"4025","yavapai",0.0404172099087353,0.79792463134899,0.154560349535773
"4025_240",599,466,106,52,911,"4025","yavapai",0.0570801317233809,0.7779632721202,0.176961602671119
"4025_241",470,340,101,45,658,"4025","yavapai",0.0683890577507599,0.723404255319149,0.214893617021277
"4025_242",4190,2728,1250,163,5251,"4025","yavapai",0.0310417063416492,0.651073985680191,0.298329355608592
"4025_243",5993,4056,1540,518,8109,"4025","yavapai",0.063879639906277,0.676789587852495,0.256966460871016
"4025_244",6836,4500,1824,851,9724,"4025","yavapai",0.0875154257507199,0.658279695728496,0.266822703335284
"4025_245",4073,2672,1047,590,6202,"4025","yavapai",0.0951306030312802,0.656027498158606,0.25705867910631
"4027_001",618,174,415,704,1160,"4027","yuma",0.606896551724138,0.281553398058252,0.671521035598705
"4027_002",694,283,374,667,1280,"4027","yuma",0.52109375,0.407780979827089,0.538904899135447
"4027_003",683,235,416,738,1382,"4027","yuma",0.534008683068017,0.34407027818448,0.609077598828697
"4027_004",2095,806,1168,2069,3589,"4027","yuma",0.57648370019504,0.38472553699284,0.557517899761336
"4027_005",1331,808,461,596,1738,"4027","yuma",0.342922899884925,0.607062359128475,0.346356123215627
"4027_006",1271,298,902,1536,2154,"4027","yuma",0.713091922005571,0.234461054287962,0.709677419354839
"4027_007",1625,199,1351,2514,3140,"4027","yuma",0.800636942675159,0.122461538461538,0.831384615384615
"4027_008",811,515,267,204,1066,"4027","yuma",0.191369606003752,0.63501849568434,0.329223181257707
"4027_009",1310,994,257,307,1837,"4027","yuma",0.167120304844856,0.758778625954198,0.19618320610687
"4027_010",2334,1439,781,898,3230,"4027","yuma",0.278018575851393,0.616538131962296,0.334618680377035
"4027_011",1558,963,467,691,2174,"4027","yuma",0.317847286108556,0.618100128369705,0.299743260590501
"4027_012",1480,957,453,584,2061,"4027","yuma",0.283357593401262,0.646621621621622,0.306081081081081
"4027_013",955,373,543,954,1786,"4027","yuma",0.534154535274356,0.390575916230366,0.568586387434555
"4027_014",356,186,142,297,608,"4027","yuma",0.488486842105263,0.52247191011236,0.398876404494382
"4027_015",1628,944,595,664,2462,"4027","yuma",0.269699431356621,0.57985257985258,0.365479115479115
"4027_016",1182,624,488,744,1911,"4027","yuma",0.389324960753532,0.527918781725888,0.412859560067682
"4027_017",1975,1297,582,641,2872,"4027","yuma",0.223189415041783,0.656708860759494,0.294683544303797
"4027_018",166,128,26,20,247,"4027","yuma",0.0809716599190283,0.771084337349398,0.156626506024096
"4027_019",118,71,40,64,206,"4027","yuma",0.310679611650485,0.601694915254237,0.338983050847458
"4027_020",1515,1034,422,666,2185,"4027","yuma",0.304805491990847,0.682508250825082,0.278547854785479
"4027_021",0,0,0,NA,NA,"4027","yuma",NA,NA,NA
"4027_022",1630,1020,517,587,2354,"4027","yuma",0.249362786745964,0.625766871165644,0.317177914110429
"4027_023",1467,985,418,230,1803,"4027","yuma",0.127565169162507,0.671438309475119,0.284935241990457
"4027_024",3498,2517,855,408,4580,"4027","yuma",0.0890829694323144,0.719554030874786,0.24442538593482
"4027_025",2101,1502,519,310,2666,"4027","yuma",0.116279069767442,0.714897667777249,0.247025226082818
"4027_026",340,88,231,374,618,"4027","yuma",0.605177993527508,0.258823529411765,0.679411764705882
"4027_027",585,285,276,380,936,"4027","yuma",0.405982905982906,0.487179487179487,0.471794871794872
"4027_028",378,107,259,520,828,"4027","yuma",0.628019323671498,0.283068783068783,0.685185185185185
"4027_029",1979,94,1834,2999,3798,"4027","yuma",0.789626119010005,0.0474987367357251,0.926730672056594
"4027_030",1840,125,1651,2764,3357,"4027","yuma",0.82335418528448,0.0679347826086956,0.897282608695652
"4027_031",2346,175,2104,3043,3898,"4027","yuma",0.780656747049769,0.0745950554134697,0.896845694799659
"4027_032",715,211,468,911,1371,"4027","yuma",0.664478482859227,0.295104895104895,0.654545454545455
"4027_033",410,227,168,213,563,"4027","yuma",0.378330373001776,0.553658536585366,0.409756097560976
"4027_034",472,340,110,159,655,"4027","yuma",0.242748091603053,0.720338983050847,0.233050847457627
"4027_035",1198,658,474,564,1727,"4027","yuma",0.326577880718008,0.549248747913189,0.395659432387312
"4027_036",1436,677,677,962,2225,"4027","yuma",0.432359550561798,0.471448467966574,0.471448467966574
"4027_037",1106,380,661,1072,2051,"4027","yuma",0.522671867381765,0.343580470162749,0.597649186256781
"4027_038",1255,571,607,761,1980,"4027","yuma",0.384343434343434,0.454980079681275,0.483665338645418
"4027_039",1352,711,566,594,1914,"4027","yuma",0.310344827586207,0.525887573964497,0.418639053254438
"4027_040",1278,663,541,668,1923,"4027","yuma",0.347373894955798,0.518779342723005,0.423317683881064
"4027_041",1515,804,628,897,2206,"4027","yuma",0.406618313689937,0.530693069306931,0.414521452145215
"4027_042",1664,683,883,1409,2690,"4027","yuma",0.523791821561338,0.410456730769231,0.530649038461538
"4027_043",22,14,8,14,36,"4027","yuma",0.388888888888889,0.636363636363636,0.363636363636364
"4027_044",0,0,0,NA,NA,"4027","yuma",NA,NA,NA
